run_id,index_id,track,period,index_name,benchmark_index_id,model_key,model_label,threshold_method,threshold_label,threshold,lockout_years,strategy_id,exclusion_rule,rule_label,weighting,n_months,annualized_geometric_return,annualized_sd,sharpe_ratio,max_drawdown,expected_shortfall_2p5,cumulative_return,rf_annual,benchmark_annualized_geometric_return,benchmark_annualized_sd,difference_versus_benchmark
C090_M020_T012,small_cap,dynamic_csi,full,CRSP-like US Small Cap,small_cap,raw,AutoGluon raw,youden,CV Youden J,0.017218428,3,youden_3yr,lockout_3yr,3yr lockout,mw,264,0.107541982585748,0.181125351751152,0.494750371815262,-0.524842290810969,-0.136468806836424,8.46072344647291,0.03,0.105113069336823,0.193920362258832,0.0024289132489252
C090_M020_T012,total_market,dynamic_csi,full,CRSP-like US Total Market,total_market,raw,AutoGluon raw,youden,CV Youden J,0.017218428,5,youden_5yr,lockout_5yr,5yr lockout,mw,264,0.111069656626322,0.147183676271137,0.591933429387564,-0.505789499388785,-0.11050470874092,9.14631444175886,0.03,0.109608464217754,0.153718064435946,0.0014611924085683
C090_M020_T018,large_cap,dynamic_csi,full,CRSP-like US Large Cap,large_cap,raw,AutoGluon raw,youden,CV Youden J,0.017019838,5,youden_5yr,lockout_5yr,5yr lockout,mw,264,0.112099011798324,0.143220500464386,0.61072759359004,-0.496760948817317,-0.107664461985107,9.35514075323759,0.03,0.110220097573044,0.148595750839504,0.0018789142252801
C090_M020_T018,mid_cap,dynamic_csi,full,CRSP-like US Mid Cap,mid_cap,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.14478968,5,fpr3_5yr,lockout_5yr,5yr lockout,mw,264,0.113727425955452,0.169721633275284,0.549108465361584,-0.546123811445524,-0.130696722424364,9.69389998552849,0.03,0.112982817794951,0.170909661797638,0.0007446081605009
C090_M020_T018,small_cap,dynamic_csi,full,CRSP-like US Small Cap,small_cap,raw,AutoGluon raw,youden,CV Youden J,0.017019838,3,youden_3yr,lockout_3yr,3yr lockout,mw,264,0.108361940394878,0.179879109107676,0.501009456831651,-0.515289702024837,-0.135155904613964,8.61601859707119,0.03,0.105113069336823,0.193920362258832,0.0032488710580556
C090_M020_T018,total_market,dynamic_csi,full,CRSP-like US Total Market,total_market,raw,AutoGluon raw,youden,CV Youden J,0.017019838,5,youden_5yr,lockout_5yr,5yr lockout,mw,264,0.111867229530652,0.145862621059322,0.600929785678636,-0.498152003057087,-0.110391572334554,9.30776399813035,0.03,0.109608464217754,0.153718064435946,0.0022587653128984
C090_M020_T028,large_cap,dynamic_csi,full,CRSP-like US Large Cap,large_cap,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.14290446,5,fpr3_5yr,lockout_5yr,5yr lockout,mw,264,0.110414857306045,0.148138485197339,0.584970384209351,-0.514469956426061,-0.110549730049126,9.01557316397264,0.03,0.110220097573044,0.148595750839504,0.0001947597330009
C090_M020_T028,mid_cap,dynamic_csi,full,CRSP-like US Mid Cap,mid_cap,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.14290446,5,fpr3_5yr,lockout_5yr,5yr lockout,mw,264,0.113256586992541,0.169443434473771,0.547217797258653,-0.547692827030255,-0.130889111800857,9.59487937236231,0.03,0.112982817794951,0.170909661797638,0.0002737691975898
C090_M020_T028,small_cap,dynamic_csi,full,CRSP-like US Small Cap,small_cap,raw,AutoGluon raw,youden,CV Youden J,0.020639658,3,youden_3yr,lockout_3yr,3yr lockout,mw,264,0.105958218564193,0.180621363776502,0.487570891033394,-0.517707569219006,-0.135515184187012,8.16751958247103,0.03,0.105113069336823,0.193920362258832,0.00084514922737
C090_M020_T028,total_market,dynamic_csi,full,CRSP-like US Total Market,total_market,raw,AutoGluon raw,youden,CV Youden J,0.020639658,5,youden_5yr,lockout_5yr,5yr lockout,mw,264,0.109902812759849,0.14653676915971,0.586603662334278,-0.499789677195636,-0.109474830262511,8.91445724040426,0.03,0.109608464217754,0.153718064435946,0.0002943485420949
C090_M030_T012,large_cap,dynamic_csi,full,CRSP-like US Large Cap,large_cap,raw,AutoGluon raw,youden,CV Youden J,0.02083351,5,youden_5yr,lockout_5yr,5yr lockout,mw,264,0.110908661012196,0.145094774281246,0.59725534095989,-0.50783942184587,-0.108194650541828,9.11401885884356,0.03,0.110220097573044,0.148595750839504,0.0006885634391522
C090_M030_T012,mid_cap,dynamic_csi,full,CRSP-like US Mid Cap,mid_cap,raw,AutoGluon raw,youden,CV Youden J,0.02083351,3,youden_3yr,lockout_3yr,3yr lockout,mw,264,0.113273280916371,0.165779073232966,0.555686798663095,-0.539619215646094,-0.127507267311947,9.5983752017912,0.03,0.112982817794951,0.170909661797638,0.0002904631214206
C090_M030_T012,small_cap,dynamic_csi,full,CRSP-like US Small Cap,small_cap,raw,AutoGluon raw,youden,CV Youden J,0.02083351,3,youden_3yr,lockout_3yr,3yr lockout,mw,264,0.108374703440429,0.182622717143279,0.496270774216392,-0.521718453223324,-0.136682337366142,8.61845496683813,0.03,0.105113069336823,0.193920362258832,0.0032616341036058
C090_M030_T012,total_market,dynamic_csi,full,CRSP-like US Total Market,total_market,raw,AutoGluon raw,youden,CV Youden J,0.02083351,5,youden_5yr,lockout_5yr,5yr lockout,mw,264,0.110799048364348,0.148049956193085,0.587673609588693,-0.508860806740892,-0.110738399666019,9.09208682650222,0.03,0.109608464217754,0.153718064435946,0.0011905841465944
C090_M030_T018,large_cap,dynamic_csi,full,CRSP-like US Large Cap,large_cap,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.12562013,5,fpr3_5yr,lockout_5yr,5yr lockout,mw,264,0.11042511119618,0.148323786474788,0.584479958265579,-0.514010238832922,-0.110547714436088,9.01760806829528,0.03,0.110220097573044,0.148595750839504,0.0002050136231366
C090_M030_T018,mid_cap,dynamic_csi,full,CRSP-like US Mid Cap,mid_cap,raw,AutoGluon raw,fpr1,CV FPR <= 1%,0.17958468,5,fpr1_5yr,lockout_5yr,5yr lockout,mw,264,0.113567369918213,0.170665296384235,0.546138257307684,-0.547928427810341,-0.131094615248495,9.66014042861953,0.03,0.112982817794951,0.170909661797638,0.0005845521232621
C090_M030_T018,small_cap,dynamic_csi,full,CRSP-like US Small Cap,small_cap,raw,AutoGluon raw,youden,CV Youden J,0.019315502,3,youden_3yr,lockout_3yr,3yr lockout,mw,264,0.107700154721178,0.182886664392111,0.492419378159089,-0.521516912645989,-0.137418401618183,8.49049271639094,0.03,0.105113069336823,0.193920362258832,0.0025870853843557
C090_M030_T018,total_market,dynamic_csi,full,CRSP-like US Total Market,total_market,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.12562013,5,fpr3_5yr,lockout_5yr,5yr lockout,mw,264,0.109828853687413,0.152987213343463,0.567800534534137,-0.517445042951597,-0.114193198323951,8.89993297110386,0.03,0.109608464217754,0.153718064435946,0.0002203894696588
C090_M030_T028,large_cap,dynamic_csi,full,CRSP-like US Large Cap,large_cap,raw,AutoGluon raw,youden,CV Youden J,0.012107923,3,youden_3yr,lockout_3yr,3yr lockout,mw,264,0.11214591581892,0.143428507804098,0.610359577973034,-0.50146504893991,-0.108247355636768,9.36475328178977,0.03,0.110220097573044,0.148595750839504,0.0019258182458763
C090_M030_T028,mid_cap,dynamic_csi,full,CRSP-like US Mid Cap,mid_cap,raw,AutoGluon raw,fpr3,CV FPR <= 3%,0.08432351,5,fpr3_5yr,lockout_5yr,5yr lockout,mw,264,0.114177650884159,0.169170470940395,0.55272914665,-0.544847153426556,-0.129948042573669,9.78941109663602,0.03,0.112982817794951,0.170909661797638,0.0011948330892082
C090_M030_T028,small_cap,dynamic_csi,full,CRSP-like US Small Cap,small_cap,raw,AutoGluon raw,fpr1,CV FPR <= 1%,0.13428946,5,fpr1_5yr,lockout_5yr,5yr lockout,mw,264,0.105430146772139,0.192458076454655,0.466383104365682,-0.536087298446054,-0.142172138352052,8.07170030276587,0.03,0.105113069336823,0.193920362258832,0.0003170774353162
C090_M030_T028,total_market,dynamic_csi,full,CRSP-like US Total Market,total_market,raw,AutoGluon raw,youden,CV Youden J,0.012107923,3,youden_3yr,lockout_3yr,3yr lockout,mw,264,0.111372361990689,0.146221314557024,0.596766764625322,-0.502961315755869,-0.110815502936265,9.20730360597608,0.03,0.109608464217754,0.153718064435946,0.001763897772935
