track,response_track,period,model,model_label,index_id,index_name,threshold_method,threshold_label,lockout_years,exclusion_rule,rule_label,strategy_id,transaction_cost_bps,benchmark_geometric_return,strategy_gross_geometric_return,strategy_net_geometric_return,realized_alpha,gross_alpha_before_transaction_costs,tp_exclusion_gain,fp_exclusion_cost,retained_stock_reweighting_effect,transaction_cost_effect,compounding_geometric_adjustment,reconciled_alpha,reconciliation_error,reconciliation_pass,fn_missed_opportunity_diagnostic,tn_retained_diagnostic,fn_benchmark_weight,fn_filtered_weight,tn_benchmark_weight,tn_filtered_weight,fp_benchmark_weight,tp_benchmark_weight,annualized_turnover_gross,mean_monthly_turnover_gross,source_performance_file,source_decomposition_file,attribution_formula
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,mid_cap,CRSP-like US Mid Cap,fpr5,CV FPR <= 5%,5,lockout_5yr,5yr lockout,fpr5_5yr,0,0.1129828178,0.1146899766,0.1146899766,0.0017071588,0.0017071588,0.0002768808,-0.0014232284,0.0014852619,0.0000000000,0.0013682444,0.0017071588,0.00000000000000,true,-0.0000288952,0.0015141571,0.0012526971,0.0012848082,0.6549584109,0.6662869402,0.0106451687,0.0006719983,0.9767480544,0.0813956712,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,mid_cap,CRSP-like US Mid Cap,fpr5,CV FPR <= 5%,5,lockout_5yr,5yr lockout,fpr5_5yr,5,0.1129828178,0.1146899766,0.1141501144,0.0011672966,0.0017071588,0.0002768808,-0.0014232284,0.0014852619,-0.0005398622,0.0013682444,0.0011672966,0.00000000000000,true,-0.0000288952,0.0015141571,0.0012526971,0.0012848082,0.6549584109,0.6662869402,0.0106451687,0.0006719983,0.9767480544,0.0813956712,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,mid_cap,CRSP-like US Mid Cap,fpr5,CV FPR <= 5%,5,lockout_5yr,5yr lockout,fpr5_5yr,10,0.1129828178,0.1146899766,0.1136104356,0.0006276178,0.0017071588,0.0002768808,-0.0014232284,0.0014852619,-0.0010795409,0.0013682444,0.0006276178,0.00000000000000,true,-0.0000288952,0.0015141571,0.0012526971,0.0012848082,0.6549584109,0.6662869402,0.0106451687,0.0006719983,0.9767480544,0.0813956712,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,mid_cap,CRSP-like US Mid Cap,fpr5,CV FPR <= 5%,5,lockout_5yr,5yr lockout,fpr5_5yr,20,0.1129828178,0.1146899766,0.1125316283,-0.0004511895,0.0017071588,0.0002768808,-0.0014232284,0.0014852619,-0.0021583483,0.0013682444,-0.0004511895,0.00000000000000,true,-0.0000288952,0.0015141571,0.0012526971,0.0012848082,0.6549584109,0.6662869402,0.0106451687,0.0006719983,0.9767480544,0.0813956712,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,mid_cap,CRSP-like US Mid Cap,youden,CV Youden J,1,lockout_1yr,1yr lockout,youden_1yr,0,0.1129828178,0.1108041097,0.1108041097,-0.0021787081,-0.0021787081,0.0006122372,-0.0114170233,0.0075473860,0.0000000000,0.0010786920,-0.0021787081,0.00000000000000,true,-0.0000264659,0.0075738519,0.0008855099,0.0009245524,0.6272946874,0.6667022778,0.0383088923,0.0010391855,1.0144912656,0.0845409388,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,mid_cap,CRSP-like US Mid Cap,youden,CV Youden J,1,lockout_1yr,1yr lockout,youden_1yr,5,0.1129828178,0.1108041097,0.1102448284,-0.0027379894,-0.0021787081,0.0006122372,-0.0114170233,0.0075473860,-0.0005592813,0.0010786920,-0.0027379894,0.00000000000000,true,-0.0000264659,0.0075738519,0.0008855099,0.0009245524,0.6272946874,0.6667022778,0.0383088923,0.0010391855,1.0144912656,0.0845409388,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,mid_cap,CRSP-like US Mid Cap,youden,CV Youden J,1,lockout_1yr,1yr lockout,youden_1yr,10,0.1129828178,0.1108041097,0.1096857446,-0.0032970732,-0.0021787081,0.0006122372,-0.0114170233,0.0075473860,-0.0011183651,0.0010786920,-0.0032970732,0.00000000000000,true,-0.0000264659,0.0075738519,0.0008855099,0.0009245524,0.6272946874,0.6667022778,0.0383088923,0.0010391855,1.0144912656,0.0845409388,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,mid_cap,CRSP-like US Mid Cap,youden,CV Youden J,1,lockout_1yr,1yr lockout,youden_1yr,20,0.1129828178,0.1108041097,0.1085681692,-0.0044146486,-0.0021787081,0.0006122372,-0.0114170233,0.0075473860,-0.0022359406,0.0010786920,-0.0044146486,0.00000000000000,true,-0.0000264659,0.0075738519,0.0008855099,0.0009245524,0.6272946874,0.6667022778,0.0383088923,0.0010391855,1.0144912656,0.0845409388,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,mid_cap,CRSP-like US Mid Cap,youden,CV Youden J,2,lockout_2yr,2yr lockout,youden_2yr,0,0.1129828178,0.1129134834,0.1129134834,-0.0000693344,-0.0000693344,0.0007501961,-0.0135443165,0.0099389092,0.0000000000,0.0027858768,-0.0000693344,0.00000000000000,true,-0.0000514267,0.0099903359,0.0006512323,0.0007015528,0.6068208133,0.6669031959,0.0587827663,0.0012734631,0.9974804597,0.0831233716,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,mid_cap,CRSP-like US Mid Cap,youden,CV Youden J,2,lockout_2yr,2yr lockout,youden_2yr,5,0.1129828178,0.1129134834,0.1123627188,-0.0006200989,-0.0000693344,0.0007501961,-0.0135443165,0.0099389092,-0.0005507646,0.0027858768,-0.0006200989,0.00000000000000,true,-0.0000514267,0.0099903359,0.0006512323,0.0007015528,0.6068208133,0.6669031959,0.0587827663,0.0012734631,0.9974804597,0.0831233716,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,mid_cap,CRSP-like US Mid Cap,youden,CV Youden J,2,lockout_2yr,2yr lockout,youden_2yr,10,0.1129828178,0.1129134834,0.1118121453,-0.0011706725,-0.0000693344,0.0007501961,-0.0135443165,0.0099389092,-0.0011013381,0.0027858768,-0.0011706725,0.00000000000000,true,-0.0000514267,0.0099903359,0.0006512323,0.0007015528,0.6068208133,0.6669031959,0.0587827663,0.0012734631,0.9974804597,0.0831233716,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,mid_cap,CRSP-like US Mid Cap,youden,CV Youden J,2,lockout_2yr,2yr lockout,youden_2yr,20,0.1129828178,0.1129134834,0.1107115711,-0.0022712467,-0.0000693344,0.0007501961,-0.0135443165,0.0099389092,-0.0022019123,0.0027858768,-0.0022712467,0.00000000000000,true,-0.0000514267,0.0099903359,0.0006512323,0.0007015528,0.6068208133,0.6669031959,0.0587827663,0.0012734631,0.9974804597,0.0831233716,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,mid_cap,CRSP-like US Mid Cap,youden,CV Youden J,3,lockout_3yr,3yr lockout,youden_3yr,0,0.1129828178,0.1128268439,0.1128268439,-0.0001559739,-0.0001559739,0.0008327870,-0.0159965742,0.0117119714,0.0000000000,0.0032958420,-0.0001559739,0.00000000000000,true,-0.0000558810,0.0117678524,0.0005045775,0.0005686176,0.5904772048,0.6670258977,0.0751263749,0.0014201179,0.9835874653,0.0819656221,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,mid_cap,CRSP-like US Mid Cap,youden,CV Youden J,3,lockout_3yr,3yr lockout,youden_3yr,5,0.1129828178,0.1128268439,0.1122841193,-0.0006986984,-0.0001559739,0.0008327870,-0.0159965742,0.0117119714,-0.0005427245,0.0032958420,-0.0006986984,0.00000000000000,true,-0.0000558810,0.0117678524,0.0005045775,0.0005686176,0.5904772048,0.6670258977,0.0751263749,0.0014201179,0.9835874653,0.0819656221,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,mid_cap,CRSP-like US Mid Cap,youden,CV Youden J,3,lockout_3yr,3yr lockout,youden_3yr,10,0.1129828178,0.1128268439,0.1117415800,-0.0012412378,-0.0001559739,0.0008327870,-0.0159965742,0.0117119714,-0.0010852639,0.0032958420,-0.0012412378,0.00000000000000,true,-0.0000558810,0.0117678524,0.0005045775,0.0005686176,0.5904772048,0.6670258977,0.0751263749,0.0014201179,0.9835874653,0.0819656221,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,mid_cap,CRSP-like US Mid Cap,youden,CV Youden J,3,lockout_3yr,3yr lockout,youden_3yr,20,0.1129828178,0.1128268439,0.1106570565,-0.0023257613,-0.0001559739,0.0008327870,-0.0159965742,0.0117119714,-0.0021697874,0.0032958420,-0.0023257613,0.00000000000000,true,-0.0000558810,0.0117678524,0.0005045775,0.0005686176,0.5904772048,0.6670258977,0.0751263749,0.0014201179,0.9835874653,0.0819656221,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,mid_cap,CRSP-like US Mid Cap,youden,CV Youden J,5,lockout_5yr,5yr lockout,youden_5yr,0,0.1129828178,0.1121552297,0.1121552297,-0.0008275881,-0.0008275881,0.0008966770,-0.0196155691,0.0145603217,0.0000000000,0.0033309823,-0.0008275881,0.00000000000000,true,-0.0000836330,0.0146439547,0.0003079379,0.0003654323,0.5648472807,0.6672902419,0.1007562990,0.0016167575,0.9768708370,0.0814059031,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,mid_cap,CRSP-like US Mid Cap,youden,CV Youden J,5,lockout_5yr,5yr lockout,youden_5yr,5,0.1129828178,0.1121552297,0.1116159544,-0.0013668634,-0.0008275881,0.0008966770,-0.0196155691,0.0145603217,-0.0005392753,0.0033309823,-0.0013668634,0.00000000000000,true,-0.0000836330,0.0146439547,0.0003079379,0.0003654323,0.5648472807,0.6672902419,0.1007562990,0.0016167575,0.9768708370,0.0814059031,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,mid_cap,CRSP-like US Mid Cap,youden,CV Youden J,5,lockout_5yr,5yr lockout,youden_5yr,10,0.1129828178,0.1121552297,0.1110768615,-0.0019059563,-0.0008275881,0.0008966770,-0.0196155691,0.0145603217,-0.0010783682,0.0033309823,-0.0019059563,0.00000000000000,true,-0.0000836330,0.0146439547,0.0003079379,0.0003654323,0.5648472807,0.6672902419,0.1007562990,0.0016167575,0.9768708370,0.0814059031,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,mid_cap,CRSP-like US Mid Cap,youden,CV Youden J,5,lockout_5yr,5yr lockout,youden_5yr,20,0.1129828178,0.1121552297,0.1099992229,-0.0029835949,-0.0008275881,0.0008966770,-0.0196155691,0.0145603217,-0.0021560068,0.0033309823,-0.0029835949,0.00000000000000,true,-0.0000836330,0.0146439547,0.0003079379,0.0003654323,0.5648472807,0.6672902419,0.1007562990,0.0016167575,0.9768708370,0.0814059031,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,small_cap,CRSP-like US Small Cap,fpr1,CV FPR <= 1%,1,lockout_1yr,1yr lockout,fpr1_1yr,0,0.1051130693,0.1050345462,0.1050345462,-0.0000785232,-0.0000785232,0.0001258102,-0.0003649111,0.0001591403,0.0000000000,0.0000014374,-0.0000785232,0.00000000000000,true,-0.0000048419,0.0001639822,0.0059400702,0.0059453761,0.6592422280,0.6599800754,0.0006418688,0.0001042753,0.7271976517,0.0605998043,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,small_cap,CRSP-like US Small Cap,fpr1,CV FPR <= 1%,1,lockout_1yr,1yr lockout,fpr1_1yr,5,0.1051130693,0.1050345462,0.1046358282,-0.0004772411,-0.0000785232,0.0001258102,-0.0003649111,0.0001591403,-0.0003987179,0.0000014374,-0.0004772411,0.00000000000000,true,-0.0000048419,0.0001639822,0.0059400702,0.0059453761,0.6592422280,0.6599800754,0.0006418688,0.0001042753,0.7271976517,0.0605998043,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,small_cap,CRSP-like US Small Cap,fpr1,CV FPR <= 1%,1,lockout_1yr,1yr lockout,fpr1_1yr,10,0.1051130693,0.1050345462,0.1042372069,-0.0008758624,-0.0000785232,0.0001258102,-0.0003649111,0.0001591403,-0.0007973392,0.0000014374,-0.0008758624,0.00000000000000,true,-0.0000048419,0.0001639822,0.0059400702,0.0059453761,0.6592422280,0.6599800754,0.0006418688,0.0001042753,0.7271976517,0.0605998043,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,small_cap,CRSP-like US Small Cap,fpr1,CV FPR <= 1%,1,lockout_1yr,1yr lockout,fpr1_1yr,20,0.1051130693,0.1050345462,0.1034402540,-0.0016728153,-0.0000785232,0.0001258102,-0.0003649111,0.0001591403,-0.0015942922,0.0000014374,-0.0016728153,0.00000000000000,true,-0.0000048419,0.0001639822,0.0059400702,0.0059453761,0.6592422280,0.6599800754,0.0006418688,0.0001042753,0.7271976517,0.0605998043,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,small_cap,CRSP-like US Small Cap,fpr1,CV FPR <= 1%,2,lockout_2yr,2yr lockout,fpr1_2yr,0,0.1051130693,0.1053917454,0.1053917454,0.0002786760,0.0002786760,0.0002351656,-0.0004896046,0.0003576014,0.0000000000,0.0001755136,0.0002786760,0.00000000000000,true,-0.0000123688,0.0003699703,0.0057482510,0.0057625252,0.6583584638,0.6601770309,0.0015256330,0.0002960945,0.7273616410,0.0606134701,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,small_cap,CRSP-like US Small Cap,fpr1,CV FPR <= 1%,2,lockout_2yr,2yr lockout,fpr1_2yr,5,0.1051130693,0.1053917454,0.1049927798,-0.0001202896,0.0002786760,0.0002351656,-0.0004896046,0.0003576014,-0.0003989656,0.0001755136,-0.0001202896,0.00000000000000,true,-0.0000123688,0.0003699703,0.0057482510,0.0057625252,0.6583584638,0.6601770309,0.0015256330,0.0002960945,0.7273616410,0.0606134701,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,small_cap,CRSP-like US Small Cap,fpr1,CV FPR <= 1%,2,lockout_2yr,2yr lockout,fpr1_2yr,10,0.1051130693,0.1053917454,0.1045939108,-0.0005191585,0.0002786760,0.0002351656,-0.0004896046,0.0003576014,-0.0007978346,0.0001755136,-0.0005191585,0.00000000000000,true,-0.0000123688,0.0003699703,0.0057482510,0.0057625252,0.6583584638,0.6601770309,0.0015256330,0.0002960945,0.7273616410,0.0606134701,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
temporary CSI,dynamic_csi,full,raw,Expanded Dataset,small_cap,CRSP-like US Small Cap,fpr1,CV FPR <= 1%,2,lockout_2yr,2yr lockout,fpr1_2yr,20,0.1051130693,0.1053917454,0.1037964629,-0.0013166065,0.0002786760,0.0002351656,-0.0004896046,0.0003576014,-0.0015952825,0.0001755136,-0.0013166065,0.00000000000000,true,-0.0000123688,0.0003699703,0.0057482510,0.0057625252,0.6583584638,0.6601770309,0.0015256330,0.0002960945,0.7273616410,0.0606134701,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\index_performance_gross_and_net_by_tc.csv,03_Data_Output\7_IndexConstructionValidation\nonraw_index_suite\raw\3_Modelling_Results\Necessary\temporary_csi\11c_index_revised\error_cost_decomposition_by_crsp_universe.csv,TP exclusion gain + FP exclusion cost + retained-stock reweighting effect + transaction-cost effect + compounding/geometric adjustment = realized alpha
