analysis_family,subgroup,n_pairs,missing_or_non_numeric_pairs,model_metric,index_outcome,pearson_r,spearman_rho,strength_by_abs_pearson,note
model_suite,model-suite total_market rows only,8,0,recall_fpr3,index_sharpe,0.999440,0.872872,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,recall_fpr3,max_drawdown,0.999970,0.872872,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,recall_fpr3,annualized_turnover_gross,1.000000,1.000000,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,recall_fpr3,transaction_cost_drag,0.234378,0.164646,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,recall_fpr5,index_alpha,0.999644,0.872872,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,recall_fpr5,index_return,0.995991,0.872872,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,recall_fpr5,index_sharpe,0.999440,0.872872,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,recall_fpr5,max_drawdown,0.999970,0.872872,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,recall_fpr5,annualized_turnover_gross,1.000000,1.000000,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,recall_fpr5,transaction_cost_drag,0.234378,0.164646,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,brier,index_alpha,0.999644,0.872872,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,brier,index_return,0.995991,0.872872,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,brier,index_sharpe,0.999440,0.872872,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,brier,max_drawdown,0.999970,0.872872,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,brier,annualized_turnover_gross,1.000000,1.000000,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,brier,transaction_cost_drag,0.234378,0.164646,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,cv_ap,index_alpha,0.999644,0.872872,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,cv_ap,index_return,0.995991,0.872872,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,cv_ap,index_sharpe,0.999440,0.872872,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,cv_ap,max_drawdown,0.999970,0.872872,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,cv_ap,annualized_turnover_gross,1.000000,1.000000,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,cv_ap,transaction_cost_drag,0.234378,0.164646,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,cv_auc,index_alpha,-0.999644,-0.872872,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,cv_auc,index_return,-0.995991,-0.872872,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,cv_auc,index_sharpe,-0.999440,-0.872872,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,cv_auc,max_drawdown,-0.999970,-0.872872,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,cv_auc,annualized_turnover_gross,-1.000000,-1.000000,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,cv_auc,transaction_cost_drag,-0.234378,-0.164646,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,cv_recall_fpr3,index_alpha,-0.999644,-0.872872,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,cv_recall_fpr3,index_return,-0.995991,-0.872872,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,cv_recall_fpr3,index_sharpe,-0.999440,-0.872872,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,cv_recall_fpr3,max_drawdown,-0.999970,-0.872872,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,cv_recall_fpr3,annualized_turnover_gross,-1.000000,-1.000000,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite total_market rows only,8,0,cv_recall_fpr3,transaction_cost_drag,-0.234378,-0.164646,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,ap,index_alpha,0.655822,0.751469,moderate,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,ap,index_return,-0.763574,-0.751469,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,ap,index_sharpe,-0.744823,-0.751469,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,ap,max_drawdown,-0.993778,-0.762770,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,ap,annualized_turnover_gross,0.430946,0.258199,moderate,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,ap,transaction_cost_drag,0.255341,0.236580,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,auc,index_alpha,0.655822,0.751469,moderate,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,auc,index_return,-0.763574,-0.751469,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,auc,index_sharpe,-0.744823,-0.751469,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,auc,max_drawdown,-0.993778,-0.762770,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,auc,annualized_turnover_gross,0.430946,0.258199,moderate,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,auc,transaction_cost_drag,0.255341,0.236580,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,recall_fpr1,index_alpha,0.655822,0.751469,moderate,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,recall_fpr1,index_return,-0.763574,-0.751469,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,recall_fpr1,index_sharpe,-0.744823,-0.751469,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,recall_fpr1,max_drawdown,-0.993778,-0.762770,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,recall_fpr1,annualized_turnover_gross,0.430946,0.258199,moderate,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,recall_fpr1,transaction_cost_drag,0.255341,0.236580,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,recall_fpr3,index_alpha,0.655822,0.751469,moderate,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,recall_fpr3,index_return,-0.763574,-0.751469,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,recall_fpr3,index_sharpe,-0.744823,-0.751469,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,recall_fpr3,max_drawdown,-0.993778,-0.762770,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,recall_fpr3,annualized_turnover_gross,0.430946,0.258199,moderate,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,recall_fpr3,transaction_cost_drag,0.255341,0.236580,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,recall_fpr5,index_alpha,0.655822,0.751469,moderate,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,recall_fpr5,index_return,-0.763574,-0.751469,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,recall_fpr5,index_sharpe,-0.744823,-0.751469,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,recall_fpr5,max_drawdown,-0.993778,-0.762770,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,recall_fpr5,annualized_turnover_gross,0.430946,0.258199,moderate,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,recall_fpr5,transaction_cost_drag,0.255341,0.236580,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,brier,index_alpha,-0.655822,-0.751469,moderate,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,brier,index_return,0.763574,0.751469,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,brier,index_sharpe,0.744823,0.751469,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,brier,max_drawdown,0.993778,0.762770,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,brier,annualized_turnover_gross,-0.430946,-0.258199,moderate,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,brier,transaction_cost_drag,-0.255341,-0.236580,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,cv_ap,index_alpha,0.655822,0.751469,moderate,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,cv_ap,index_return,-0.763574,-0.751469,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,cv_ap,index_sharpe,-0.744823,-0.751469,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,cv_ap,max_drawdown,-0.993778,-0.762770,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,cv_ap,annualized_turnover_gross,0.430946,0.258199,moderate,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,cv_ap,transaction_cost_drag,0.255341,0.236580,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,cv_auc,index_alpha,0.655822,0.751469,moderate,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,cv_auc,index_return,-0.763574,-0.751469,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,cv_auc,index_sharpe,-0.744823,-0.751469,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,cv_auc,max_drawdown,-0.993778,-0.762770,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,cv_auc,annualized_turnover_gross,0.430946,0.258199,moderate,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,cv_auc,transaction_cost_drag,0.255341,0.236580,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,cv_recall_fpr3,index_alpha,0.655822,0.751469,moderate,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,cv_recall_fpr3,index_return,-0.763574,-0.751469,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,cv_recall_fpr3,index_sharpe,-0.744823,-0.751469,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,cv_recall_fpr3,max_drawdown,-0.993778,-0.762770,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,cv_recall_fpr3,annualized_turnover_gross,0.430946,0.258199,moderate,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite temporary_csi rows only,16,0,cv_recall_fpr3,transaction_cost_drag,0.255341,0.236580,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,ap,index_alpha,-0.339142,-0.306786,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,ap,index_return,-0.704847,-0.306786,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,ap,index_sharpe,-0.690221,-0.306786,moderate,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,ap,max_drawdown,-0.990312,-0.700649,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,ap,annualized_turnover_gross,0.201139,-0.316228,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,ap,transaction_cost_drag,0.122116,-0.057950,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,auc,index_alpha,-0.653777,-0.306786,moderate,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,auc,index_return,-0.407070,-0.306786,moderate,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,auc,index_sharpe,-0.389013,-0.306786,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,auc,max_drawdown,-0.875985,-0.700649,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,auc,annualized_turnover_gross,-0.164037,-0.316228,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,auc,transaction_cost_drag,-0.099591,-0.057950,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,recall_fpr1,index_alpha,-0.190168,0.250490,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,recall_fpr1,index_return,-0.804098,-0.751469,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,recall_fpr1,index_sharpe,-0.791541,-0.751469,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,recall_fpr1,max_drawdown,-0.999132,-0.762770,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,recall_fpr1,annualized_turnover_gross,0.349843,0.258199,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,recall_fpr1,transaction_cost_drag,0.212397,0.236580,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,recall_fpr3,index_alpha,-0.310844,-0.306786,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,recall_fpr3,index_return,-0.725449,-0.306786,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,recall_fpr3,index_sharpe,-0.711197,-0.306786,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,recall_fpr3,max_drawdown,-0.993886,-0.700649,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,recall_fpr3,annualized_turnover_gross,0.230400,-0.316228,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,recall_fpr3,transaction_cost_drag,0.139881,-0.057950,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,recall_fpr5,index_alpha,-0.377190,-0.306786,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,recall_fpr5,index_return,-0.675770,-0.306786,moderate,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,recall_fpr5,index_sharpe,-0.660655,-0.306786,moderate,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,recall_fpr5,max_drawdown,-0.984011,-0.700649,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,recall_fpr5,annualized_turnover_gross,0.160998,-0.316228,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,recall_fpr5,transaction_cost_drag,0.097746,-0.057950,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,brier,index_alpha,0.593925,0.306786,moderate,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,brier,index_return,0.475333,0.306786,moderate,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,brier,index_sharpe,0.457804,0.306786,moderate,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,brier,max_drawdown,0.910344,0.700649,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,brier,annualized_turnover_gross,0.087835,0.316228,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,brier,transaction_cost_drag,0.053327,0.057950,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,cv_ap,index_alpha,0.016490,-0.715834,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,cv_ap,index_return,0.892957,0.920358,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,cv_ap,index_sharpe,0.883098,0.920358,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,cv_ap,max_drawdown,0.980269,0.544949,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,cv_ap,annualized_turnover_gross,-0.507638,-0.737865,moderate,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,cv_ap,transaction_cost_drag,-0.308198,-0.444284,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,cv_auc,index_alpha,-0.022912,-0.715834,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,cv_auc,index_return,0.909289,0.920358,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,cv_auc,index_sharpe,0.900082,0.920358,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,cv_auc,max_drawdown,0.971834,0.544949,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,cv_auc,annualized_turnover_gross,-0.541217,-0.737865,moderate,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,cv_auc,transaction_cost_drag,-0.328585,-0.444284,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,cv_recall_fpr3,index_alpha,-0.018122,-0.715834,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,cv_recall_fpr3,index_return,0.907378,0.920358,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,cv_recall_fpr3,index_sharpe,0.898092,0.920358,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,cv_recall_fpr3,max_drawdown,0.972941,0.544949,strong,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,cv_recall_fpr3,annualized_turnover_gross,-0.537178,-0.737865,moderate,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
model_suite,model-suite permanent_csi rows only,16,0,cv_recall_fpr3,transaction_cost_drag,-0.326132,-0.444284,weak,"Family-level linkage by track/model_key; model metrics repeat across universes/costs, so correlations are descriptive."
